name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
ACETOIN,Agent parfumant,,,,,,,,,,,molécule parfumante
ACETONE,Dénaturant,Agent masquant,Solvant,,,,,,,,,solvant
ACETOPHENONE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ACETOPHENONE/OXYMETHYLENE COPOLYMER,Agent filmogène,Agent d'entretien des ongles,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACETUM,Antistatique,,,,,,,,,,,ingrédient cosmétique
ACETYL ASPARTIC ACID,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
ACETYL CARBOXYMETHYL COCOYL GLYCINE,Agent de chélation,,,,,,,,,,,ingrédient cosmétique
ACETYL CARNITINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL CARNITINE HCL,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL CARNOSINE,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL CEDRENE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ACETYL CITRULL AMIDO ARGININE,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL CYCLOHEXAPEPTIDE-34,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL CYSTEINE,Antioxydant,Agent d'entretien de la peau,,,,,,,,,,antioxydant
ACETYL DECAPEPTIDE-3,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL DIPEPTIDE-1 CETYL ESTER,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ester cosmétique
ACETYL DIPEPTIDE-3 AMINOHEXANOATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL DIPEPTIDE-31 AMIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL FARNESYLCYSTEINE,Agent réducteur,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ACETYL GLUCOSAMINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL GLUTAMIC ACID,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
ACETYL GLUTAMINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL GLYCERYL RICINOLEATE,Emollient,Agent d'entretien de la peau,,,,,,,,,,émulsifiant lipidique
ACETYL GLYCYL BETA-ALANINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEPTAPEPTIDE-4,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
ACETYL HEPTAPEPTIDE-9,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAMETHYL INDAN,Agent masquant,Agent parfumant,,,,,,,,,,molécule parfumante
ACETYL HEXAMETHYL TETRALIN,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-19,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-20,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-22,Antioxydant,Agent réducteur,Agent de protection de la peau,,,,,,,,,antioxydant
ACETYL HEXAPEPTIDE-30,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-31,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-37,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-38,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-39,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-49,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-51 AMIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-7,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HEXAPEPTIDE-8,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
ACETYL HEXAPEPTIDE-8 AMIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL HYDROXYPROLINE,Emollient,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,humectant
ACETYL MANDELIC ACID,Régulateur de pH,,,,,,,,,,,acide cosmétique
ACETYL MANNOSYLERYTHRITOL LIPID,Stabilisateur d'émulsion,Conditionneur capillaire,Agent d'entretien de la peau,Tensioactif,,,,,,,,agent lavant
ACETYL METHIONINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL OCTAPEPTIDE-2,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL OCTAPEPTIDE-3,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
ACETYL PENTAPEPTIDE-1,,,,,,,,,,,,ingrédient cosmétique
ACETYL PENTAPEPTIDE-35,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL PROLINE,Emollient,,,,,,,,,,,émollient
ACETYL RHEUM RHAPONTICUM ROOT EXTRACT,Agent éclaircissant,,,,,,,,,,,extrait végétal
ACETYL SH-HEPTAPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL SH-PENTAPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL SH-PENTAPEPTIDE-35,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL SH-TETRAPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-11,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-15,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-17,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-18,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-2,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-22,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-3,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-40,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TETRAPEPTIDE-5,Humectant,,,,,,,,,,,humectant
ACETYL TETRAPEPTIDE-9,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TRIBUTYL CITRATE,Agent masquant,Agent plastifiant,Agent parfumant,,,,,,,,,molécule parfumante
ACETYL TRIETHYL CITRATE,Agent filmogène,Agent masquant,Agent plastifiant,Agent parfumant,,,,,,,,molécule parfumante
ACETYL TRIETHYLHEXYL CITRATE,Emollient,Agent filmogène,Agent plastifiant,Agent d'entretien de la peau,,,,,,,,agent filmogène
ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TRIPEPTIDE-1,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TRIPEPTIDE-30 CITRULLINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TRIPEPTIDE-45 D-PHENYLALANYL OCTAPEPTIDE-14 NORLEUCYL PENTAPEPTIDE-38 METHYL LEUCYL DECAPEPTIDE-26 NORLEUCYL GLUTAMYL METHYL LEUCYL ISOLEUCINAMIDE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
ACETYL TYROSINAMIDE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYL TYROSINE,Agent d'entretien de la peau,Agent de bronzage,,,,,,,,,,ingrédient cosmétique
ACETYL ZINGERONE,Antioxydant,Agent de chélation,Agent de protection de la peau,,,,,,,,,antioxydant
ACETYLARGINYLTRYPTOPHYL DIPHENYLGLYCINE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACETYLATED CASTOR OIL,Agent d'entretien de la peau - Occlusif,,,,,,,,,,,huile végétale
ACETYLATED GLYCERYL STEARATE/PALMITATE,Agent d'entretien de la peau,,,,,,,,,,,émulsifiant lipidique
ACETYLATED GLYCOL STEARATE,Emollient,Stabilisateur d'émulsion,,,,,,,,,,glycol
ACETYLATED HYDROGENATED CASTOR GLYCERIDE,Agent plastifiant,,,,,,,,,,,émulsifiant lipidique
ACETYLATED HYDROGENATED LANOLIN,Emollient,Agent d'entretien de la peau,,,,,,,,,,émollient
ACETYLATED HYDROGENATED VEGETABLE GLYCERIDE,Agent d'entretien de la peau - Occlusif,,,,,,,,,,,émulsifiant lipidique
ACETYLATED LANOLIN,Emollient,Conditionneur capillaire,Agent d'entretien de la peau - Occlusif,,,,,,,,,émollient
ACETYLATED LANOLIN ALCOHOL,Emollient,Conditionneur capillaire,Agent d'entretien de la peau - Occlusif,,,,,,,,,alcool gras
ACETYLATED SUCROSE DISTEARATE,Emollient,,,,,,,,,,,émollient
ACETYLGLUTAMINOYL FARNESYLCYSTEINE,Humectant,Agent d'entretien de la peau,,,,,,,,,,humectant
ACETYLMETHIONYL METHYLSILANOL ELASTINATE,Antistatique,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,élastine
ACETYLNEURAMINIC ACID,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,acide aminé
ACETYLPHYTOSPHINGOSINE,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ACHILLEA ASIATICA EXTRACT,,,,,,,,,,,,extrait d’achillée
ACHILLEA ASIATICA FLOWER/LEAF/STEM EXTRACT,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,,extrait d’achillée
ACHILLEA MILLEFOLIUM EXTRACT,Antipelliculaire,Agent nettoyant,Agent masquant,Agent rafraîchissant,Agent d'entretien de la peau,Agent apaisant,Tonifiant,,,,,extrait d’achillée
ACHILLEA MILLEFOLIUM FLOWER EXTRACT,Antioxydant,Humectant,,,,,,,,,,extrait d’achillée
ACHILLEA MILLEFOLIUM FLOWER WATER,Agent masquant,,,,,,,,,,,eau d’achillée
ACHILLEA MILLEFOLIUM FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’achillée
ACHILLEA MILLEFOLIUM OIL,Antipelliculaire,Agent nettoyant,Agent masquant,Agent rafraîchissant,Agent apaisant,Tonifiant,Agent parfumant,,,,,huile d’achillée
ACHRAS SAPOTA FRUIT/SEED EXTRACT,Conditionneur capillaire,,,,,,,,,,,extrait végétal
ACHRAS SAPOTA SEED OIL,Agent Abrasif,,,,,,,,,,,huile végétale
ACHYRANTHES BIDENTATA ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACHYRANTHES FAURIEI ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACHYRANTHES JAPONICA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACHYROCLINE SATUREIODES FLOWER EXTRACT,Agent masquant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ACHYROCLINE SATUREIOIDES FLOWER/LEAF/STEM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACHYROCLINE SATUREIOIDES LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACID BLACK 1,Colorant cosmétique,,,,,,,,,,,colorant
ACID BLACK 52,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 3,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 62,Colorant cosmétique,Agent colorant pour cheveux,,,,,,,,,,colorant capillaire
ACID BLUE 74,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 74 ALUMINUM LAKE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 9,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 9 ALUMINUM LAKE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID BLUE 9 AMMONIUM SALT,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID GREEN 25,Colorant cosmétique,,,,,,,,,,,colorant
ACID GREEN 50,Colorant cosmétique,,,,,,,,,,,colorant
ACID ORANGE 3,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID ORANGE 7,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID RED 14,Colorant cosmétique,,,,,,,,,,,colorant
ACID RED 18,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID RED 195,Colorant cosmétique,,,,,,,,,,,colorant
ACID RED 27 ALUMINUM LAKE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID RED 33,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID RED 51,Colorant cosmétique,Agent colorant pour cheveux,,,,,,,,,,colorant capillaire
ACID RED 52,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID RED 92,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID VIOLET 43,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 1,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 23,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 23 ALUMINUM LAKE,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 3,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 3 ALUMINUM LAKE,Colorant cosmétique,,,,,,,,,,,colorant
ACID YELLOW 36,Agent colorant pour cheveux,,,,,,,,,,,colorant capillaire
ACID YELLOW 73,Colorant cosmétique,Agent colorant pour cheveux,,,,,,,,,,colorant capillaire
ACIDOPHILUS/GRAPE FERMENT,Agent d'entretien de la peau,,,,,,,,,,,acide aminé
ACIDOPHILUS/GRAPE FERMENT FILTRATE,Agent Abrasif,Antioxydant,Agent d'entretien de la peau,,,,,,,,,acide aminé
ACMELLA OLERACEA EXTRACT,Agent de protection de la peau,,,,,,,,,,,extrait de brocoli
ACONITUM CILIARE ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACONITUM KOREANUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACORUS CALAMUS CALLUS CULTURE EXTRACT,Antioxydant,Conditionneur capillaire,Agent de protection de la peau,,,,,,,,,extrait d’acore
ACORUS CALAMUS RHIZOME EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait d’acore
ACORUS CALAMUS RHIZOME WATER,Agent d'entretien de la peau,,,,,,,,,,,eau d’acore
ACORUS CALAMUS ROOT,Agent d'entretien de la peau,,,,,,,,,,,acore
ACORUS CALAMUS ROOT EXTRACT,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,,extrait d’acore
ACORUS CALAMUS ROOT EXTRACT HYDROGENATED,Agent parfumant,,,,,,,,,,,extrait d’acore
ACORUS CALAMUS ROOT OIL,Agent parfumant,,,,,,,,,,,huile d’acore
ACORUS GRAMINEUS EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait d’acore
ACORUS GRAMINEUS ROOT/STEM EXTRACT,Conditionneur capillaire,Agent bouclant ou lissant (coiffant),Agent d'entretien de la peau,,,,,,,,,extrait d’acore
ACORUS GRAMINEUS ROOT/STEM/LUFFA CYLINDRICA FRUIT/CAMELLIA SINENSIS LEAF EXTRACT,Astringent,Déodorant,Humectant,Agent masquant,Agent arômatisant,,,,,,,extrait d’acore
ACROCOMIA ACULEATA SEED BUTTER,Emollient,,,,,,,,,,,beurre végétal
ACROLEIN/ACRYLIC ACID COPOLYMER,Antimicrobien,,,,,,,,,,,polymère cosmétique
ACRONYCHIA ACIDULA FRUIT EXTRACT,Antistatique,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,,,,,,,,acide aminé
ACRONYCHIA PEDUNCULATA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACRYLAMIDE,Non classé,,,,,,,,,,,polymère cosmétique
ACRYLAMIDE/AMMONIUM ACRYLATE COPOLYMER,Agent fixant,Agent filmogène,Agent de fixation capillaire,,,,,,,,,polymère cosmétique
ACRYLAMIDE/SODIUM ACRYLATE COPOLYMER,Antistatique,Agent filmogène,,,,,,,,,,polymère cosmétique
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE/ACRYLIC ACID COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLAMIDES COPOLYMER,Antistatique,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACRYLAMIDES/DMAPA ACRYLATES/METHOXY PEG METHACRYLATE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,dérivé peg
ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ACRYLAMIDE COPOLYMER,Antistatique,Agent filmogène,Agent de fixation capillaire,,,,,,,,,polymère cosmétique
ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ACRYLATES COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES COPOLYMER,Antistatique,Agent fixant,Agent filmogène,,,,,,,,,polymère cosmétique
ACRYLATES CROSSPOLYMER,Agent Absorbant,,,,,,,,,,,polymère cosmétique
ACRYLATES CROSSPOLYMER-3,Agent filmogène,Agent de fixation capillaire,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACRYLATES CROSSPOLYMER-4,Stabilisateur d'émulsion,Agent filmogène,Tensioactif,Agent de contrôle de la viscosité,,,,,,,,polymère cosmétique
ACRYLATES/ACRYLAMIDE COPOLYMER,Agent de fixation capillaire,Hydratant,,,,,,,,,,polymère cosmétique
ACRYLATES/AMINOACRYLATES/C10-30 ALKYL PEG-20 ITACONATE COPOLYMER,Stabilisateur d'émulsion,,,,,,,,,,,dérivé peg
ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER,Antistatique,Agent filmogène,,,,,,,,,,polymère cosmétique
ACRYLATES/BEHENETH-25 METHACRYLATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/BEHENETH-25 METHACRYLATE/HEMA CROSSPOLYMER,Stabilisateur d'émulsion,Agent filmogène,Agent de fixation capillaire,Agent de contrôle de la viscosité,,,,,,,,polymère cosmétique
ACRYLATES/BEHENYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,Agent d'entretien de la peau,,,,,,,,,,,silicone
ACRYLATES/BIS-HYDROXYPROPYL DIMETHICONE CROSSPOLYMER,Agent de fixation capillaire,Agent d'entretien de la peau,,,,,,,,,,silicone
ACRYLATES/C1-2 SUCCINATES/HYDROXYACRYLATES COPOLYMER,Agent de fixation capillaire,,,,,,,,,,,polymère cosmétique
ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,Stabilisateur d'émulsion,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACRYLATES/C10-30 ALKYL METHACRYLATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/C12-22 ALKYL METHACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/CARBAMATE COPOLYMER,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,polymère cosmétique
ACRYLATES/CETEARETH-20 METHACRYLATE CROSSPOLYMER,,,,,,,,,,,,polymère cosmétique
ACRYLATES/CETETH-20 ITACONATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/DIACETONEACRYLAMIDE COPOLYMER,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
ACRYLATES/DIETHYLAMINOETHYL METHACRYLATE/ETHYLHEXYL ACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/DIMETHICONE COPOLYMER,Anti Agglomérant,Agent fixant,Agent filmogène,Agent d'entretien de la peau,,,,,,,,silicone
ACRYLATES/DIMETHICONE METHACRYLATE COPOLYMER,Anti Agglomérant,Agent fixant,Emollient,Agent filmogène,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,silicone
ACRYLATES/DIMETHICONE METHACRYLATE/ETHYLHEXYL ACRYLATE COPOLYMER,Agent d'entretien de la peau,,,,,,,,,,,silicone
ACRYLATES/DIMETHYLAMINOETHYL METHACRYLATE COPOLYMER,Agent fixant,Agent filmogène,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLAMINE OXIDE METHACRYLATE COPOLYMER,Agent de fixation capillaire,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYL ACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYL ACRYLATE CROSSPOLYMER,Agent fixant,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,,silicone
ACRYLATES/ETHYLHEXYL ACRYLATE/HEMA COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYL ACRYLATE/HEMA/STYRENE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYL ACRYLATE/STYRENE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/ETHYLHEXYLACRYLAMIDE COPOLYMER,,,,,,,,,,,,polymère cosmétique
ACRYLATES/HYDROXYESTERS ACRYLATES COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/HYDROXYETHYL ACRYLATE/LAURYL ACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/ISOBORNYL ACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/LAURYL ACRYLATE/STEARYL ACRYLATE/ETHYLAMINE OXIDE METHACRYLATE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLATES/LAURYL METHACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/METHACRYLAMIDE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLATES/METHACRYLOYL PROPYLTRIMETHOXYSILANE CROSSPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/METHACRYLOYLOXYETHYL PHOSPHATE COPOLYMER,Agent de protection de la peau,,,,,,,,,,,polymère cosmétique
ACRYLATES/METHOXY PEG-10 MALEATE/STYRENE COPOLYMER,Opacifiant,,,,,,,,,,,dérivé peg
ACRYLATES/METHOXY PEG-15 METHACRYLATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,dérivé peg
ACRYLATES/METHOXY PEG-90 METHACRYLATE CROSSPOLYMER,Agent de protection de la peau,,,,,,,,,,,dérivé peg
ACRYLATES/OCTYLACRYLAMIDE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLATES/OCTYLACRYLAMIDE/DIPHENYL AMODIMETHICONE COPOLYMER,Conditionneur capillaire,Agent de fixation capillaire,,,,,,,,,,silicone
ACRYLATES/PALMETH-25 ACRYLATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/PALMETH-25 ITACONATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/PEG-10 MALEATE/STYRENE COPOLYMER,,,,,,,,,,,,dérivé peg
ACRYLATES/PERFLUOROHEXYLETHYL METHACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/POLYTRIMETHYLSILOXYMETHACRYLATE COPOLYMER,Agent filmogène,Agent de fixation capillaire,Agent d'entretien de la peau,,,,,,,,,polymère cosmétique
ACRYLATES/STEARETH-20 ITACONATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/STEARETH-20 METHACRYLATE COPOLYMER,Agent de contrôle de la viscosité,,,,,,,,,,,polymère cosmétique
ACRYLATES/STEARETH-20 METHACRYLATE CROSSPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/STEARYL ACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,silicone
ACRYLATES/STEARYL ACRYLATE/ETHYLAMINE OXIDE METHACRYLATE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLATES/STEARYL METHACRYLATE COPOLYMER,Stabilisateur d'émulsion,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
ACRYLATES/STEARYL METHACRYLATE/VP COPOLYMER,Stabilisateur d'émulsion,Agent filmogène,Agent de fixation capillaire,Agent de contrôle de la viscosité,,,,,,,,polymère cosmétique
ACRYLATES/T-BUTYLACRYLAMIDE COPOLYMER,Agent filmogène,Agent de fixation capillaire,,,,,,,,,,polymère cosmétique
ACRYLATES/TRIDECYL ACRYLATE/TRIETHOXYSILYLPROPYL METHACRYLATE/DIMETHICONE METHACRYLATE COPOLYMER,Agent d'entretien de la peau,,,,,,,,,,,silicone
ACRYLATES/TRIS(TRIMETHYLSILOXY)SILYLPROPYL METHACRYLATE COPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/VA COPOLYMER,Agent fixant,Agent filmogène,Agent de fixation capillaire,Agent de contrôle de la viscosité,,,,,,,,polymère cosmétique
ACRYLATES/VA CROSSPOLYMER,Agent filmogène,,,,,,,,,,,polymère cosmétique
ACRYLATES/VA/VINYL NEODECANOATE COPOLYMER,Agent plastifiant,,,,,,,,,,,polymère cosmétique
ACRYLATES/VINYL ISODECANOATE CROSSPOLYMER,Stabilisateur d'émulsion,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACRYLATES/VINYL NEODECANOATE CROSSPOLYMER,Stabilisateur d'émulsion,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,polymère cosmétique
ACRYLATES/VP COPOLYMER,Agent fixant,Agent filmogène,Agent de fixation capillaire,,,,,,,,,polymère cosmétique
ACRYLIC ACID,Agent d'entretien des ongles,,,,,,,,,,,acide cosmétique
ACRYLIC ACID MALEIC ACID COPOLYMER,,,,,,,,,,,,polymère cosmétique
ACRYLIC ACID/ACRYLAMIDOMETHYL PROPANE SULFONIC ACID COPOLYMER,Agent de chélation,Agent de contrôle de la viscosité,,,,,,,,,,polymère cosmétique
